Template,mname,Subject,date,Inactive Users,1st Time Openers,First Open %,1st Time Clickers,First Click %
102922 - (Whatif) The American Survey Offer [TAOT1]  11:00pm EE ?,gpttSGRB WIFI,"{{first_name}}, confirm your contact information...? {{ ""now"" | date: ""%m-%d"" }}",10/29/2022,3427,4,0.116584086,5,0.145687646
102922 - (Amici) Airbnb $100 (AIRT2) 11:00 am OPN ?,Samplegrabber special WIFI,"{{first_name}} we are trying to reach you, confirm your Airbnb entry {{ ""now"" | date: ""%m-%d"" }}",10/29/2022,1728,4,0.230946882,6,0.346020761
"102922-???? (Shift44) Unemployment Resources - CPC (U)-5pm-3x-anc-You received Financial Assistance Benefits Info,",Sig (Dave) GFR,"You received Financial Assistance Benefits Info, View ASAP!",10/29/2022,35541,4,0.011253341,2,0.005626987
1029_22_whatif_cashapp 10pm ????????,GetPaidToTry TRG SDR,{{first_name}} your Cashapp offer has arrived,10/29/2022,33885,4,0.01180324,6,0.017703815
Day 3 (Zinq) Win shell voucher - [YR] - CPA (PY) EFLink,MSDZ1 WIFI,Want a $100 Shell Gas Voucher? Get your chance to win!,10/29/2022,5125,4,0.077987912,4,0.077987912
Whatif_USAAssistanceGuide_Day0 (Email #5),giftcardgrabber FROG,Delivered: check your funds info,10/29/2022,2333,3,0.128424658,2,0.085653105
102922-???? (WhatIf) USA Assistance Guide - Rent Relief - RS (U)-130pm-2x-anc-???? {{first_name}} we've been trying t,GiftCardGrabber GFR,???? {{first_name}} we've been trying to reach you...,10/29/2022,6445,3,0.046526055,8,0.123973346
102922-???? (Clickso) PsychicTrust - Lilly - CPA (U)-1230pm-2x-anc-You wont believe your eyes ????,GiftCardGrabber GFR,You wont believe your eyes ????,10/29/2022,6438,3,0.046576619,3,0.046576619
102922-???? (WhatIf) Click 4 Riches - RS (U)-6am(email-exists)Please verify your email ?,Sig (Dave) GFR,Please verify your email,10/29/2022,34383,3,0.008724481,12,0.034888792
1029_22_whatif_click2win_8am ????????,GetPaidToTry TRG SDR,WIN FOR LIFE $1M Sweepstakes entries accepted now,10/29/2022,31631,3,0.009483467,15,0.047399355
Spark_AssistAmerica_ME5 ???? ????,GiftCardGrabber A DRL,Discover your options to receive funding assistance!,10/29/2022,232,3,1.276595745,1,0.429184549
WEEKLY - Open no open day 2 (INT) GPTT Internal ???? EFLink,MyShopDiscounts WIFI,FWD: Confirm your $5 acc credit....,10/29/2022,719,3,0.415512465,6,0.827586207
Whatif-BestDayEver-STRONG-CREATIVE,GPTT (GF Marketing) FROG,(1)We're trying to contact you....,10/29/2022,2748,3,0.109051254,5,0.181620051
Day 5 (Zeeto) Tide vs Gain - CPA (PY) EFLink,MSDZ1 WIFI,Sample Notice: Tide Detergent or Gain Detergent?,10/29/2022,5444,3,0.055076189,13,0.238226132
102922-???? (INT) GetPaidtoTry (Travis)-7am-2x-anc-Confirm Your $5 Credit,GiftCardGrabber GFR,Confirm Your $5 Credit,10/29/2022,5886,3,0.050942435,8,0.135731252
Internal_GPTT_OWNC ????????,Sig TRG DRL,please confirm your $5 credit,10/29/2022,731,3,0.408719346,63,7.934508816
GPTT internal v21,Major 2019 DRAGON,???? {{first_name}} we sent you a message notification,10/29/2022,3535,3,0.084793669,4,0.113026279
internal scratch sdr19gxw-1dyo-int-atox,GiftCardGrabber SDR,"{{first_name}} you have a message in your inbox, see here",10/29/2022,1098,3,0.272479564,5,0.453309157
Exclusion Conceptual AMC GC (drgbzxt) ???? [ATOX] (2),GPTT C DRAGON,Confirm your AMC Gift Card Offer,10/29/2022,2165,3,0.138376384,2,0.092293493
Day 0 2 hour Follow up: Conceptual AMC GC (amc-compound) ???? [compound follow up 2] () (2) (2),GPTT C DRAGON,Confirm your AMC Gift Card Offer,10/29/2022,2767,3,0.108303249,1,0.036127168
Scratch v13 - Have clicked Any + Not opened between 3 and 5  ????  ????,GPTT C DRAGON,"Welcome {{first_name}}, complete your account [ inside ]",10/29/2022,4662,3,0.064308682,8,0.17130621
Day 0 16 hrs later ???? EVERFLOW,gcgSGRB WIFI,{{first_name}} activate your offer account,10/29/2022,1222,3,0.244897959,3,0.244897959
102922-???? (WhatIf) USA Assistance Guide - Rent Relief - RS (U)-9pm-4x-1dnc-{{first_name}} we've been trying to r,GiftCardGrabber GFR,{{first_name}} we've been trying to reach you...,10/29/2022,6555,3,0.045745654,6,0.091449474
Day 0 20 hrs later ???? EVERFLOW,gcgSGRB WIFI,your offer account letter is ready {{first_name}},10/29/2022,1180,3,0.253592561,6,0.505902192
2 Day New No Opens - EMAIL #2 EVERFLOW,gcgSGRB WIFI,"{{first_name}}, your email needs to be confirmed",10/29/2022,1170,3,0.255754476,4,0.340715503
MJS-ScratchCard-Creative#4-STRONG-CREATIVE,GPTT (GF Marketing) FROG,FWD: We're trying to contact you....,10/29/2022,2591,3,0.115651503,8,0.307810696
Internal_SIG_ANC ????,GiftCardGrabber A DRL,Please activate your account,10/29/2022,1050,3,0.284900285,3,0.284900285
Day 0 8 hrs later ???? EVERFLOW,gcgSGRB WIFI,your contact info is pending {{first_name}},10/29/2022,1339,3,0.223546945,4,0.297840655
Darryl's MJS Day 0 ???? ????????,MajorSweeps SDR,? Your PayPal offer is here...,10/29/2022,2949,3,0.101626016,3,0.101626016
????-live-Day 0.2 GiftCardGrabber-Paypal- CPC ????,Sweepsgen2 GFR,Please Activate Your Account. [You received a PayPal offer alert],10/29/2022,4266,3,0.070274069,2,0.046860356
Conceptional-PayPal -OPENER WORKFLOW - Email#2 ????????,SignatureSurveys FROG,we're trying to contact you. did you forget about your offer?,10/29/2022,260,3,1.140684411,27,9.407665505
????-live-???? GiftCardGrabber - PizzaHut CPA,Sig (Dave) GFR,"{{first_name}}, we sent you a PizzaHut FOOD offer, Confirm ASAP!",10/29/2022,5983,3,0.05011694,5,0.083500334
????-live-OPENERS-WHO-HAVE-NOT-OPEN-BTW-1to6DAYS-???? (Zeeto) Panera - CPA (U),Major (Dave) GFR,"Hi {{first_name}}, you have new alerts",10/29/2022,1240,3,0.241351569,9,0.720576461
2 Day New No Opens - (Zinq) PayPal Template 1 [PPLT1] EVERFLOW,gcgSGRB WIFI,(1) Delivered: we tried reaching you.,10/29/2022,1149,3,0.260416667,2,0.173761946
MJS-ScratchCard-Creative#4-STRONG-CREATIVE ????????,SignatureSurveys FROG,2nd Attempt: We're trying to reach you....,10/29/2022,1289,3,0.232198142,2,0.154918668
Opener Workflow -Clickwork7_CashApp ????,GIFTCARDGRABBER MIKD FROG,please confirm your cashapp offer,10/29/2022,1862,3,0.160857909,68,3.523316062
1029_22_conceptual_target_6am ?????,MajorSweeps SDR,"{{ ""now"" | date: ""%m-%d"" }} Your Target offer will expire!",10/29/2022,43843,3,0.006842129,2,0.004561524
REFRESH - (Getitfree) Lysol Offer Template 1 (LSOT1) opnflw EFLink,Samplegrabber special WIFI,Your offer letter and it is ready •,10/29/2022,158,3,1.863354037,15,8.670520231
REFRESH - No Open After 1 Day (Amici) Visa $500 Sweeps Offer [VSOT1] EFLink,gpttSGRB WIFI,FWD - Confirm your contact info!!,10/29/2022,170,3,1.734104046,7,3.95480226
Day 3 follow up to non openers: Level 2 (Still No Open) XWb-atox-72hrfp2,GetPaidToTry TRG SDR,{{first_name}} we sent you a message. did you confirm?,10/29/2022,3589,3,0.083518931,3,0.083518931
Scratch Card [2dn1plsopennoclk-scrtch] (2) ????,GetPaidToTry TRG SDR,{{first_name}} confirm your $25.00 scratch card,10/29/2022,544,3,0.548446069,28,4.895104895
Opener WF- Shift44-SuperSweeps,GPTT (GF Marketing) FROG,are we adding the name {{first_name}}{{last_name}} to the winner's list?,10/29/2022,700,3,0.426742532,5,0.709219858
Internal_SIG_Day0 Non-Openers ????????,Sig TRG DRL,{{first_name}} we sent you a message alert,10/29/2022,1201,2,0.166251039,8,0.661703888
O no O in 1 D SIG T1 EFLink,Samplegrabber special WIFI,{{first_name}} you still have to confirm your email,10/29/2022,157,2,1.257861635,7,4.268292683
MMS / OPNFLW / ob mincs,GPTTZ1 PNT,{{date}} Learn how you can increase your income from home today!,10/29/2022,902,2,0.221238938,2,0.221238938
????-live-Openers Level 1: -???? GiftCardGrabber-Cash App - CPC | -cshapp-smr-ATOX,Sweepsgen2 GFR,"Reminder: Your attention was requested on {{ ""now"" | date: ""%m-%d"" }}-2022",10/29/2022,253,2,0.784313725,15,5.597014925
Internal_GPTT_Day0 (Email #1) ????,GPTT A DRL,Please confirm your email,10/29/2022,3006,2,0.066489362,2,0.066489362
Internal_Scratch_67DNO ????,GiftCardGrabber A DRL,{{first_name}} your $25 Scratch Card is here ?,10/29/2022,111,2,1.769911504,6,5.128205128
Internal_HiddenMoneyFinder_Day0,HiddenMoneyFinder MIKD DRL,[ACTION NEEDED] Delivering emails to {{first_name}},10/29/2022,19,2,9.523809524,2,9.523809524
Openers LEVEL 1 - Scratch Card v10,Giftcardgrabber DRAGON,{{date}} we sent you a message,10/29/2022,206,2,0.961538462,10,4.62962963
Internal_GPTT_Day0 ???? ????,GCG MIKD DRL,Please confirm your email,10/29/2022,444,2,0.448430493,2,0.448430493
Opener Email #1 (Amici) Target Sweeps Offer [TSOT1] opnflw  EFLink,GiftCardGrabber UFC,FWD: {{first_name}} confirm your entry ticket,10/29/2022,86,2,2.272727273,5,5.494505495
Saad Day 0  ????,MJSK1 SDR,confirm your account,10/29/2022,330,2,0.602409639,2,0.602409639
OPENER - (Whatif) Clicks 4 Riches Template 1 [C4RT1] (OPENER FLOW) ???? opnflw EFLink,MyShopDiscounts WIFI,Confirm your contact info {{first_name}} ????,10/29/2022,716,2,0.278551532,36,4.787234043
REFRESH - (Whatif) Found Money Guide [FMGT1] EFLink,Samplegrabber special WIFI,"{{first_name}}, Confirm funding offer",10/29/2022,792,2,0.251889169,5,0.627352572
RESEND-???? (Zeeto) Bath & Body Cherry - CPA (U),GiftCardGrabber GFR,Your message alert info is ready to view,10/29/2022,6263,2,0.031923384,5,0.079770262
Scratch Card v10 - [Have Not Opened More than 1 Day Ago],GPTTN2 DRAGON,{{date}} we sent you a message,10/29/2022,596,2,0.334448161,7,1.160862355
Super Surveys - Shift44 (Trigger Test #2) ????????,MajorSweeps FROG,(1) new message (We tried to contact you),10/29/2022,1468,2,0.136054422,5,0.339443313
WEEKLY - Opener Never Clicked (INT) Cash App Reward Offer [VROT1] ???????? EFLink,MyShopDiscounts WIFI,confirm your new reward offer ? $100 Cash App.,10/29/2022,719,2,0.27739251,4,0.553250346
WEEKLY - Open No Open 4 (INT) Major Sweeps [INTMJST1] ???? EFLink,MyShopDiscounts WIFI,"2ND NOTICE - {{first_name}} you received a $12,000 CASH sweeps offer alert",10/29/2022,719,2,0.27739251,6,0.827586207
Has Not Opened After 1 Day (Fluent) Cash App Offer (CAPT1) EFLink,MSDZ1 WIFI,confirm your pending Cash App offer {{first_name}},10/29/2022,431,2,0.461893764,22,4.856512141
ZinQ_PepsiFridge_2DayNew [Level #2] ????,MAJORSWEEPS MIKD  DRL,please confirm your Pepsi Fridge offer,10/29/2022,406,2,0.490196078,2,0.490196078
Internal_GPTT_ANC ????,GPTT A DRL,Please activate your account,10/29/2022,3005,2,0.066511473,4,0.13293453
(Zinq) Mac Makeup Product Tester Template 1 [MPTT1] 4 hr EFLink,gpttSGRB WIFI,confirm your email,10/29/2022,415,2,0.479616307,1,0.240384615
GPTT Internal v3 [suppr] ????,GPTT C DRAGON,"{{first_name}}, confirm your $5.00 credit",10/29/2022,4266,2,0.046860356,3,0.070274069
102922-???? (ZinQ) Beats Remake T&K - CPA (U)-2am(email-exists)???? {{first_name}} you received a TESTER PACKAGE offe,GiftCardGrabber GFR,???? {{first_name}} you received a TESTER PACKAGE offer notification,10/29/2022,5624,2,0.035549236,5,0.088825724
FinderCash (Open ONE time ONLY) SUB ID: findcash-opnt1flw ????????,GetPaidToTry TRG SDR,Confirm Your Offer,10/29/2022,646,2,0.308641975,12,1.823708207
102922 - (INT) GPTT Internal [GPTTINT] 10:00 pm **BONUS** EE ?,Samplegrabber special WIFI,10/29/22 you have not yet confirmed your email.,10/29/2022,5832,2,0.034281796,6,0.102774923
102922 - (Fluent) Mobile Money Transfer Offer [HROT1] OPN 4:00 am ?,gcgSGRB WIFI,Earn up to $525: PayPal/Cashapp/Venmo/Zelle,10/29/2022,3346,2,0.059737157,13,0.387019946
102922-???? (INT) GetPaidtoTry (Travis)-10pm-4x-1dno-Verify Your Email Address {{first_name}},GiftCardGrabber GFR,Verify Your Email Address {{first_name}},10/29/2022,6196,2,0.032268474,2,0.032268474
"102922-???? (Shift44) Grants Assistance - CPA (U)-7pm-3x-anc-You received FINANCIAL GRANTS assistance info, View A",Sig (Dave) GFR,"You received FINANCIAL GRANTS assistance info, View ASAP!",10/29/2022,35803,2,0.005585812,5,0.01396336
102922-???? (Skenzo 2) Tablet 1119 - RS (U) and Laptop 1219 - RS (U)-12pm-2x-anc-Your results are in : Review and ,GiftCardGrabber GFR,Your results are in : Review and take action (( Laptop and Tablet Options )),10/29/2022,6433,2,0.031080031,5,0.077663871
1029_22_whatif_foundmoneyguide_4am ????????,GPTTco SDR,The Government has Billions in Unclaimed Funds - Find Your Share Today!,10/29/2022,21828,2,0.009161704,2,0.009161704
102922-???? (Zeeto) Bath & Body Cherry - CPA (U)-8am-2x-anc-{{first_name}} Your PACKAGE offer was eDelivered on 10,GiftCardGrabber GFR,{{first_name}} Your PACKAGE offer was eDelivered on 10/29/2022,10/29/2022,6417,2,0.031157501,6,0.093414292
1029-22-Zeeto-TIDE-(Charm-Creative),SweepsMonthly SDR,DELIVERED: we tried to reach you,10/29/2022,7645,2,0.026154047,6,0.078421121
(09-08)-Siginternal(CREATIVE#6),MajorM1 FROG,{{date}} please activate your account,10/29/2022,881,2,0.226500566,3,0.339366516
1029 - GPTT Internal 2.8 (aggresive),SigN DRAGON,"{{ ""now"" | date: ""%m-%d"" }}, please confirm your email",10/29/2022,11493,2,0.017398869,25,0.217051571
2DAY-NEW-(INT) SignatureSurveys (Travis)-Thank you {{first_name}} {{last_name}} ???? here is your $5 instant activ,Sweepsgen (Dave) GFR,Thank you {{first_name}} {{last_name}} ???? here is your $5 instant activation bonus offer,10/29/2022,18346,2,0.010900371,2,0.010900371
Clickwork7 - Cashapp Vs Paypal ???? [ATOX],GPTT C DRAGON,Cash App deposit or PayPal GC - You get to choose,10/29/2022,3724,2,0.053676865,3,0.080493695
Clickwork7_USPTiPhone12MaxVsS20Ultra_MT1DNO ????,GiftCardGrabber A DRL,iPhone 12 Pro Max or Samsung Galaxy S20 Ultra? [details inside],10/29/2022,454,2,0.438596491,4,0.873362445
Conceptual paypal (Exclusion drop) ????????,GetPaidToTry TRG SDR,"{{first_name}} Confirm your PayPal offer {{ ""now"" | date: ""%d-%m-%Y"" }}",10/29/2022,3836,2,0.052110474,3,0.07814535
Day0 - $25.00 Scratch Card EFLink,Samplegrabber special WIFI,welcome!  your $25 scratch sweeps entry needs confirmation {{first_name}},10/29/2022,791,2,0.25220681,1,0.126262626
Day 0 Day 2 Follow Up / IN GPPTM T9,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Earn Some Opportunities Simply By Answering Online Surveys..",10/29/2022,756,2,0.263852243,4,0.526315789
1.5hr-102922-???? (Zeeto) Bath & Body Cherry - CPA (U)-830am-2x-anc-NOTIFICATION: Your Bath & Body Package offer w,GiftCardGrabber GFR,"NOTIFICATION: Your Bath & Body Package offer was eDelivered, Accept eDelivery ASAP!",10/29/2022,6123,2,0.032653061,6,0.097895252
DAY 0 -SIG.S-Internal-(Email#A) ????????,GPTT FROG,Please Confirm Your Email,10/29/2022,575,2,0.346620451,1,0.173611111
SIG Internal v2 [New SL] [FN2] ? [Have Opened Any Email ONLY ONE TIME AND HAVE BEEN SENT ANY EMAIL ONE TIME IN ,GPTTN2 DRAGON,{{date}} we sent you a confirm receipt,10/29/2022,551,1,0.18115942,13,2.304964539
102922 (Flatiron) Everyday Winner Visa $500 Pharmacy Gift Card - CPA (PY) 4:00 am EE ?,gpttSGRB WIFI,"{{ ""now"" | date: ""%m-%d"" }} Could you use $500 towards pharmacy costs?",10/29/2022,3434,1,0.029112082,1,0.029112082
1029_22_whatif_topcreditcardfinder_8am ?????,MajorSweeps SDR,Confirm your offer.,10/29/2022,16273,1,0.006144771,1,0.006144771
102922-???? (WhatIf) Unemployment Benefits Guide - CPA (U)-2am-ac-OR-3do-We've been trying to reach you ?,Sweepsgen (Dave) GFR,We've been trying to reach you,10/29/2022,1165,1,0.085763293,2,0.171379606
102922-???? (WhatIf) USA Assistance Guide - Rent Relief - RS (U)-6am(email-exists)You received a RENT RELIEF ASSIS,GiftCardGrabber GFR,"You received a RENT RELIEF ASSISTANCE Info, View ASAP!",10/29/2022,5774,1,0.017316017,6,0.103806228
1029-22-Schenzo-BuyNowPayLater_(3NEW)(oPEN),SweepsMonthly SDR,you have received buy now & pay later options. see inside.,10/29/2022,7661,1,0.013051423,2,0.026099439
102922 - (Zeeto) Bath & Body Cherry - CPA (PY) 10:00 pm EE ?,Samplegrabber special WIFI,"{{ ""now"" | date: ""%m-%d"" }} No credit card required ? Bath & Body Works freebies",10/29/2022,5837,1,0.017129154,4,0.068481424
102922-???? (Zeeto) OkWow $10k Jackpot - CPA (U)-2am-7dc-OR-2do-???? {{first_name}} you received a JACKPOT offer noti,Major (Dave) GFR,"???? {{first_name}} you received a JACKPOT offer notification, Confirm ASAP!",10/29/2022,2926,1,0.034164674,8,0.272665303
1029-22-Zeeto-Paypal(OK)-(3NEW)(OPEN),giftcardgrabber FROG,email delivered:  ???? your paypal offer is here,10/29/2022,5015,1,0.019936204,8,0.15926737
102922 - (Zinq) Win a Speedway Gift Card worth $100 - [YR] [WSCT1] OPN 2:00pm,gcgSGRB WIFI,Your Exclusive Speedway Gift Card Offer (value $100.00) is Waiting...,10/29/2022,3652,1,0.02737476,1,0.02737476
(Whatif) Unemployment Benefits Guide [UBGT1] Opener Day 1 ???? EVERFLOW,gcgSGRB WIFI,we have been trying to contact you.,10/29/2022,726,1,0.137551582,8,1.089918256
"102922-???? (Skenzo 2) Tablet 1119 - RS (U) and Laptop 1219 - RS (U)-3am-7dc-OR-2do-HELLO, Your results are in : R",GiftCardGrabber GFR,"HELLO, Your results are in : Review and take action (( Laptop and Tablet Options ))",10/29/2022,694,1,0.143884892,4,0.573065903
"102922-???? (Skenzo 2) Tablet 1119 - RS (U) and Laptop 1219 - RS (U)-5pm-3x-anc-???? HELLO, Your results are in : Rev",GiftCardGrabber GFR,"???? HELLO, Your results are in : Review and take action (( Laptop and Tablet Options ))",10/29/2022,6505,1,0.015370427,4,0.061453372
Day 4 (Fluent) Survey Voices - Cash From Home - CPA (PY) EFLink,MSDZ1 WIFI,Exclusive surveys & work from home opportunities for you >>,10/29/2022,5067,1,0.01973165,3,0.059171598
Internal - GiftCardGrabber CashApp - refresh [DATE],GPTTN2 DRAGON,{{date}} your records indicate you would be interested in this,10/29/2022,594,1,0.168067227,26,4.193548387
GPTT Internal 2.7 ???? (Nonopeners automation sultan),Signature 2019 DRAGON,???? confirm your email,10/29/2022,2041,1,0.048971596,2,0.097895252
GPTT Internal 2.5 (aggresive) [morethan 1day] ????,Signature 2019 DRAGON,"{{first_name}}, Confirm Your $5.00 Credit",10/29/2022,4246,1,0.023546032,6,0.141110066
Zeeto_ToolsVarietyMens_MA [M] ???? ????,SignatureSurveys A DRL,Please confirm your tools sample offer,10/29/2022,129,1,0.769230769,1,0.769230769
GiftCardGrabber-Cash App - CPC-SPECIFIC-v1,SwpGF2 GFR,"You received a CASH APP DEPOSIT offer today, Confirm ASAP",10/29/2022,474,1,0.210526316,2,0.420168067
Fluent_SurveyVoicesMMT_Openers (S) (Email #4) ????????,Sig TRG DRL,3rd Attempt At Reaching You: ?Check out your new offer,10/29/2022,725,1,0.137741047,18,2.422611036
"102922-???? (Skenzo 2) Bank Account 0520 - RS (U)-7pm-3x-anc-???? HELLO, we sent you the results : Review and take ac",GiftCardGrabber GFR,REMINDER: We sent you the results : Review and take action (( Bank Account Options )),10/29/2022,6528,1,0.015316281,1,0.015316281
FinderCash (Open ONE time ONLY) SUB ID: fincash-opnt1flw SPECIFIC UPDATED,GetPaidToTry TRG SDR,You May Have Unclaimed Money in Your Name [Check Now],10/29/2022,740,1,0.134952767,3,0.403768506
Internal_SIG_1DYO ????,GiftCardGrabber A DRL,{{first_name}} we sent you a message alert,10/29/2022,494,1,0.202020202,1,0.202020202
Whatif-BestDayEver-STRONG-CREATIVE ????,MajorSweeps FROG,(1)we're trying to contact you,10/29/2022,1569,1,0.063694268,10,0.633312223
Day 0 - GPTT INTERNAL (email#A),SweepsMonthly SDR,Please Confirm Your Email,10/29/2022,2152,1,0.046446818,1,0.046446818
DAY 0 GPTT Internal (EMAIL#1) ????????,SigM2 FROG,Please Confirm Your Email,10/29/2022,1543,1,0.064766839,2,0.129449838
102822 (Zinq) Bath And Body  [BBWT1] 11:00 pm EE ?,gpttSGRB WIFI,"{{ ""now"" | date: ""%m-%d"" }} you have (1) Bath & Body offer that needs confirmation...",10/29/2022,3260,1,0.03066544,3,0.091939933
(Whatif) Top Credit Card Finder [TCCT1] 5 min EFLink,Samplegrabber special WIFI,we are happy you're here please review your funding offer {{first_name}},10/29/2022,628,1,0.158982512,1,0.158982512
Opened Any Email ONLY ONE TIME AND  - Clickwork7 - iPhone Vs Samsung,Giftcardgrabber DRAGON,"You received iPHONE and SAMSUNG offers today, Confirm ASAP!",10/29/2022,202,1,0.492610837,4,1.941747573
